Timestamp,Percentage
2016,NaN
2016,27.133857454572386
2016,22.410428455897733
2016,22.189285550798697
2016,23.0938570840018
2016,18.812714168003627
2016,19.496285574776785
2016,18.842857088361473
2016,18.722285951886857
2016,19.214857373918814
2016,20.04899978637697
2016,18.179571151733416
2016,18.06928607395717
2016,20.3604289463588
2016,20.500999995640342
2016,20.5412859235491
2016,21.1844286237444
2016,20.34028570992603
2016,19.42585699898854
2016,19.817713873727
2016,20.31028584071567
2016,20.209714344569626
2016,21.16442843845911
2016,24.128999710083015
2016,26.962999888828815
2016,25.515999930245528
2016,23.21457127162387
2016,28.34999983651297
2016,25.324857439313632
2016,25.857286180768682
2016,24.611285890851715
2016,24.500714438302186
2016,27.063428333827428
2016,28.631143024989523
2016,27.364857264927473
2016,30.359857286725717
2016,30.2291428702218
2016,31.726571491786416
2016,28.189143044607984
2016,21.204571042742028
2016,18.722571509225016
2016,23.083857127598357
2016,28.480571474347773
2016,26.10857146126884
2016,23.114285877772744
2016,21.89785684858049
2016,24.239571707589302
2016,28.822142737252374
2016,29.244142804826996
2016,30.852285657610196
2016,32.26928574698311
2016,29.02314240591867
2016,29.55557141985211
2016,29.224142892020087
2016,24.872856957571845
2016,26.1892855507987
2016,27.314857210431768
2016,30.7617141178676
2016,32.26914324079238
2016,30.620856966291154
2016,32.14842878069196
2016,29.4651426587786
2016,26.450571605137412
2016,30.118428639003202
2016,32.339285714285715
2016,31.817000525338308
2016,31.33457129342214
2016,31.00299971444264
2016,29.807142802647185
2016,30.49042837960377
2016,30.982999529157343
2016,30.39999961853027
2016,29.967999594552175
2016,31.043285642351414
2016,30.661285127912265
2016,30.77157156808035
2016,31.987857001168383
2016,28.389999934605203
2016,29.877285548618854
2016,28.118714196341376
2016,30.20914322989327
2016,29.40500014168874
2016,28.631285531180254
2016,28.138856615339026
2016,27.6865713936942
2016,26.73185729980467
2016,25.887714113507958
2016,28.631285531180236
2016,30.199000222342356
2016,33.41485704694473
2016,37.40457098824637
2016,37.756284986223484
2016,34.0077144077846
2016,33.25399998256139
2016,33.1134283883231
2016,31.93742833818708
2016,30.80185726710727
2016,29.555713926042838
2016,29.234428678240075
2016,29.17400005885533
2016,29.555857249668655
2016,30.520428248814174
2016,30.832000187465116
2016,31.37457166399273
2016,33.77642876761299
2016,34.500142233712324
2016,33.89714322771346
2016,33.05314254760744
2016,31.736713681902216
2016,30.88228579929896
2016,30.219142641339975
2016,28.952999659946986
2016,28.852571214948387
2016,28.601000104631684
2016,28.862285614013672
2016,30.06842831202914
2016,30.932571138654414
2016,31.1838572365897
2016,32.188858032226584
2016,32.379571642194485
2016,31.294285637991756
2016,30.992857251848484
2016,30.1085717337472
2016,29.81700025285993
2016,29.625999995640335
2016,29.013285773141032
2016,28.168714795793786
2016,27.70671435764857
2016,28.8322857448033
2016,29.204142706734768
2016,29.63599995204379
2016,29.917571749005987
2016,31.233999797276063
2016,30.520571299961613
2016,29.77671459742955
2016,29.34471430097306
2016,28.771999631609248
2016,28.952857426234626
2016,29.01314272199357
2016,29.073285239083425
2016,29.16385732378276
2016,29.72671427045547
2016,30.862000056675488
2016,32.09814235142297
2016,33.41485704694476
2016,34.93228530883788
2016,34.49014282226563
2016,33.32442855834962
2016,32.38985661097937
2016,32.35942840576172
2016,32.98257173810687
2016,33.25385720389231
2016,33.50528608049666
2016,33.203714643205906
2016,33.605713980538496
2016,34.349571228027344
2016,35.806571415492456
2016,36.14842932564871
2016,37.0728574480329
2016,39.112857273646775
2016,40.44957188197544
2016,37.54514258248465
2016,36.329285757882275
2016,35.806571960449226
2016,36.509999956403455
2016,36.670714787074495
2016,37.123142787388396
2016,37.495000566755024
2016,37.83671406337193
2016,37.56542805262974
2016,34.540428706577856
2016,32.56057139805386
2016,36.13842827933174
2016,37.22357123238699
2016,37.444714682442815
2016,34.31928525652204
2016,32.95242854527066
2016,34.24900000435964
2016,34.932285853794625
2016,33.505286080496624
2016,34.92228535243443
2016,34.831714630126946
2016,35.10314341953823
2016,35.70614297049385
2016,36.56014360700335
2016,34.2891436985561
2016,33.09328569684711
2016,35.485143933977405
2016,29.11371449061803
2016,31.987714767456055
2016,31.023143223353788
2016,30.972856794084798
2016,31.997857230050226
2016,33.07285744803291
2016,34.13842827933176
2016,34.519999912806895
2016,34.71128572736467
2016,31.726571491786412
2016,31.194000244140625
2016,31.636143003191272
2016,27.977856772286543
2016,21.65685762677873
2016,20.652142660958415
2016,21.063999993460516
2016,25.103857312883658
2016,27.00342859540667
2016,27.29471397399905
2016,27.6865713936942
2016,28.118571417672285
2016,28.4101426260812
2016,30.65114293779646
2016,32.138571602957605
2016,32.852000100272015
2016,32.982713971819216
2016,35.03285707746234
2016,35.28400094168525
2016,35.08328574044363
2016,31.746571132114955
2016,31.887285505022312
2016,31.10328565325054
2016,31.364571435110896
2016,31.555428641183028
2016,31.636000224522174
2016,32.3594286782401
2016,34.04800033569334
2016,34.89200101579937
2016,35.90714263916019
2016,37.65557152884346
2016,38.35914230346679
2016,38.21871348789758
2016,35.68600027901784
2016,33.63599995204381
2016,33.374571119036
2016,34.228857857840396
2016,34.22871398925782
2016,34.06799970354353
2016,34.32957131522041
2016,35.55542864118304
2016,35.656000409807476
2016,36.31914302280972
2016,36.550142560686375
2016,38.13814272199358
2016,36.19842856270925
2016,34.20871462140763
2016,34.188714163643986
2016,33.89714322771346
2016,33.60585621425082
2016,33.7264278956822
2016,33.68600027901785
2016,32.17871420724051
2016,32.93242863246375
2016,32.228857312883626
2016,32.54042870657786
2016,28.57100050789967
2016,30.6211427961077
2016,31.736570903233112
2016,33.52528626578195
2016,33.74657113211496
2016,33.46499960763115
2016,32.530285426548545
2016,32.028142929077156
2016,31.455000196184432
2016,31.575714928763258
2016,32.098285675048835
2016,33.485142299107146
2016,35.314143044607974
2016,34.188571929931626
2016,33.31428582327709
2016,34.26900046212331
2016,35.334285736083984
2016,34.66114207676478
2016,35.56542914254323
2016,35.68614196777343
2016,35.41471426827569
2016,34.72114236014229
2016,35.273857116699205
2016,35.635714939662385
2016,34.52028601510183
2016,37.454715183802996
2016,39.10285786220004
2016,34.30914306640626
2016,33.093142373221276
2016,33.99771390642439
2016,35.9071431841169
2016,35.77642876761299
2016,36.982429504394524
2016,35.384714399065274
2016,36.75128609793526
2016,36.33914348057337
2016,36.2187145778111
2016,35.71614347185407
2016,35.826999664306626
2016,37.86671393258233
2016,37.233714512416284
2016,37.34428623744418
2016,37.44485746111191
2016,39.50485719953266
2016,39.40442929949078
2016,38.902000972202835
2016,38.148285457066116
2016,37.11328560965402
2016,37.093143463134766
2016,37.28385707310267
2016,36.75114331926619
2016,35.22385678972514
2016,37.24357169015065
2016,40.459571293422165
2016,39.8365718296596
2016,37.55528586251394
2016,38.57014247349333
2016,40.690571921212324
2016,39.99742834908621
2016,39.28371429443359
2016,38.68085697719029
2016,38.258714403424975
2016,38.07757186889648
2016,38.19828632899693
2016,37.89699990408763
2016,37.8165719168527
2016,39.35414232526506
2016,42.12785775320871
2016,40.93200084141324
2016,38.47985730852399
2016,41.695713588169646
2016,44.55985804966519
2016,45.2932859148298
2016,41.84628568376813
2016,40.18828582763672
2016,39.936999729701476
2016,40.00728552682059
2016,40.24871390206475
2016,39.374142783028766
2016,39.42442866734096
2016,40.94200025285994
